108367008	Dislocation of joint	Dislocation of joint
166830008	Serum cholesterol raised	Serum cholesterol raised
53523011000036100	Diovan	Diovan
3904011000036106	Zocor	Zocor
3877011000036101	Lipitor	Lipitor
35489007	Depression	Depression
80313002	Palpitations	Palpitations
22298006	Myocardial infarction	Myocardial infarction
22253000	Pain	Pain
13791008	Asthenia	Asthenia
3723001	Arthritis	Arthritis
422587007	Nausea	Nausea
8943002	Weight gain	Weight gain
55300003	Muscle cramp	Muscle cramp
48694002	Anxiety	Anxiety
10743008	Irritable bowel syndrome	Irritable bowel syndrome
302226006	Peripheral neuropathy	Peripheral neuropathy
230145002	Difficulty breathing	Difficulty breathing
271587009	Stiffness	Stiffness
274676007	Tingling of skin	Tingling of skin
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
7006003	Clumsiness	Clumsiness
45326000	Shoulder pain	Shoulder pain
250069006	Muscle tension	Muscle tension
279038004	Thoracic back pain	Thoracic back pain
3877011000036101	Lipitor	Lipitor
23924001	Tight chest	Tight chest
47933007	Foot pain	Foot pain
67849003	Excruciating pain	Excruciating pain
3904011000036106	Zocor	Zocor
3384011000036100	Arthrotec	Arthrotec
278040002	Loss of hair	Loss of hair
404640003	Dizziness	Dizziness
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
262966007	Rupture of muscle	Rupture of muscle
102556003	Pain in upper limb	Pain in upper limb
248490000	Bloating symptom	Bloating symptom
22253000	Pain	Pain
279039007	Low back pain	Low back pain
3877011000036101	Lipitor	Lipitor
224960004	Tired	Tired
44077006	Numbness	Numbness
62315008	Diarrhoea	Diarrhoea
70076002	Rhinitis	Rhinitis
225482007	Lacks confidence	Lacks confidence
22253000	Pain	Pain
386807006	Memory impairment	Memory impairment
49218002	Hip pain	Hip pain
13791008	Asthenia	Asthenia
47933007	Foot pain	Foot pain
3877011000036101	Lipitor	Lipitor
95891005	Influenza-like illness	Influenza-like illness
44077006	Numbness	Numbness
301202006	Nasal sinus problem	Nasal sinus problem
76948002	Severe pain	Severe pain
87715008	Aptyalism	Aptyalism
69896004	Rheumatoid arthritis	Rheumatoid arthritis
48167000	Amnesia	Amnesia
286641001	Moody	Moody
166830008	Serum cholesterol raised	Serum cholesterol raised
3589011000036101	Ezetrol	Ezetrol
68962001	Myalgia	Myalgia
3877011000036101	Lipitor	Lipitor
68962001	Myalgia	Myalgia
3877011000036101	Lipitor	Lipitor
399153001	Vertigo	Vertigo
426899007	Pain provoked by walking	Pain provoked by walking
22298006	Myocardial infarction	Myocardial infarction
3877011000036101	Lipitor	Lipitor
162059005	Upset stomach	Upset stomach
57182000	Nerve injury	Nerve injury
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
301345002	Difficulty sleeping	Difficulty sleeping
22253000	Pain	Pain
3877011000036101	Lipitor	Lipitor
21911011000036104	glibenclamide	glibenclamide
297142003	Foot swelling	Foot swelling
3877011000036101	Lipitor	Lipitor
35489007	Depression	Depression
82991003	Generalised aches and pains	Generalised aches and pains
284151004	Unable to move leg	Unable to move leg
3877011000036101	Lipitor	Lipitor
24693007	Fibromyalgia	Fibromyalgia
228158008	Walking disability	Walking disability
68962001	Myalgia	Myalgia
40917007	Confusion	Confusion
45326000	Shoulder pain	Shoulder pain
48167000	Amnesia	Amnesia
48532005	Muscle strain	Muscle strain
13791008	Asthenia	Asthenia
267953003	Arthralgia of the lower leg	Arthralgia of the lower leg
289195008	Slurred speech	Slurred speech
3877011000036101	Lipitor	Lipitor
70153002	Haemorrhoids	Haemorrhoids
161891005	Backache	Backache
309774006	Weakness of limb	Weakness of limb
3877011000036101	Lipitor	Lipitor
228158008	Walking disability	Walking disability
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
45326000	Shoulder pain	Shoulder pain
3877011000036101	Lipitor	Lipitor
7011001	Hallucinations	Hallucinations
81680005	Neck pain	Neck pain
77435011000036104	ascorbic acid	ascorbic acid
3723001	Arthritis	Arthritis
249913002	Knee stiff	Knee stiff
51197009	Stomach cramps	Stomach cramps
62507009	Pins and needles	Pins and needles
3877011000036101	Lipitor	Lipitor
278528006	Facial swelling	Facial swelling
37787011000036104	vitamin A	vitamin A
3877011000036101	Lipitor	Lipitor
26544005	Muscle weakness	Muscle weakness
314983004	Deteriorating renal function	Deteriorating renal function
28551000168108	Voltaren	Voltaren
161891005	Backache	Backache
24184005	Finding of increased blood pressure	Finding of increased blood pressure
386807006	Memory impairment	Memory impairment
3384011000036100	Arthrotec	Arthrotec
83547004	Cold sweat	Cold sweat
84229001	Fatigue	Fatigue
250084002	Cramp in calf	Cramp in calf
31911000168108	Rhinocort Aqueous	Rhinocort Aqueous
161891005	Backache	Backache
22253000	Pain	Pain
25064002	Headache	Headache
248277009	Lack of stamina	Lack of stamina
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
3904011000036106	Zocor	Zocor
21433011000036107	paracetamol	paracetamol
22253000	Pain	Pain
68962001	Myalgia	Myalgia
3877011000036101	Lipitor	Lipitor
225624000	Panic attack	Panic attack
4031011000036106	Crestor	Crestor
129565002	Myopathy	Myopathy
77435011000036104	ascorbic acid	ascorbic acid
102556003	Pain in upper limb	Pain in upper limb
3736011000036100	Avandia	Avandia
22253000	Pain	Pain
82991003	Generalised aches and pains	Generalised aches and pains
24199005	Feeling agitated	Feeling agitated
202480001	Elbow joint pain	Elbow joint pain
69813011000036107	glucosamine	glucosamine
267044007	Impaired exercise tolerance	Impaired exercise tolerance
45326000	Shoulder pain	Shoulder pain
54981004	Charleyhorse	Charleyhorse
278040002	Loss of hair	Loss of hair
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
45326000	Shoulder pain	Shoulder pain
3877011000036101	Lipitor	Lipitor
48500005	Delusional disorder	Delusional disorder
68962001	Myalgia	Myalgia
282180007	Unable to walk up step	Unable to walk up step
13791008	Asthenia	Asthenia
47933007	Foot pain	Foot pain
3877011000036101	Lipitor	Lipitor
8943002	Weight gain	Weight gain
8708008	Sharp pain	Sharp pain
3877011000036101	Lipitor	Lipitor
57676002	Arthralgia	Arthralgia
56317004	Alopecia	Alopecia
80449002	Muscle fatigue	Muscle fatigue
278040002	Loss of hair	Loss of hair
278040002	Loss of hair	Loss of hair
282145008	Unable to walk	Unable to walk
247592009	Poor short-term memory	Poor short-term memory
69867011000036102	caffeine	caffeine
193462001	Insomnia	Insomnia
161891005	Backache	Backache
10601006	Pain in lower limb	Pain in lower limb
418290006	Itching	Itching
82991003	Generalised aches and pains	Generalised aches and pains
65124004	Swelling	Swelling
102480002	Generalised acute body pains	Generalised acute body pains
21522001	Abdominal pain	Abdominal pain
30989003	Knee pain	Knee pain
22253000	Pain	Pain
9991008	Abdominal colic	Abdominal colic
84480002	Retching	Retching
271807003	Rash	Rash
22298006	Myocardial infarction	Myocardial infarction
55300003	Muscle cramp	Muscle cramp
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
26329005	Poor concentration	Poor concentration
397540003	Visual impairment	Visual impairment
26544005	Muscle weakness	Muscle weakness
24700007	Multiple sclerosis	Multiple sclerosis
84229001	Fatigue	Fatigue
267031002	Tiredness symptom	Tiredness symptom
3877011000036101	Lipitor	Lipitor
84229001	Fatigue	Fatigue
161891005	Backache	Backache
28551000168108	Voltaren	Voltaren
3877011000036101	Lipitor	Lipitor
62507009	Pins and needles	Pins and needles
3877011000036101	Lipitor	Lipitor
278040002	Loss of hair	Loss of hair
271782001	Drowsy	Drowsy
3848011000036104	Pravachol	Pravachol
250069006	Muscle tension	Muscle tension
399153001	Vertigo	Vertigo
89362005	Weight loss	Weight loss
1402001	Fear	Fear
282180007	Unable to walk up step	Unable to walk up step
161891005	Backache	Backache
22253000	Pain	Pain
418290006	Itching	Itching
166830008	Serum cholesterol raised	Serum cholesterol raised
3877011000036101	Lipitor	Lipitor
82991003	Generalised aches and pains	Generalised aches and pains
57676002	Arthralgia	Arthralgia
3877011000036101	Lipitor	Lipitor
3904011000036106	Zocor	Zocor
84229001	Fatigue	Fatigue
282180007	Unable to walk up step	Unable to walk up step
16386004	Dry skin	Dry skin
22253000	Pain	Pain
285365001	Pain in toe	Pain in toe
55533009	Forgetful	Forgetful
25064002	Headache	Headache
282926000	Unable to lie down	Unable to lie down
161891005	Backache	Backache
267052005	Flatulence/wind	Flatulence/wind
228158008	Walking disability	Walking disability
129565002	Myopathy	Myopathy
299377003	Knee joint painful on movement	Knee joint painful on movement
73211009	Diabetes mellitus	Diabetes mellitus
240131006	Rhabdomyolysis	Rhabdomyolysis
3877011000036101	Lipitor	Lipitor
248490000	Bloating symptom	Bloating symptom
76948002	Severe pain	Severe pain
3877011000036101	Lipitor	Lipitor
48167000	Amnesia	Amnesia
45326000	Shoulder pain	Shoulder pain
248262001	Always sleepy	Always sleepy
21242011000036102	simvastatin	simvastatin
247323005	Tightness in throat	Tightness in throat
68962001	Myalgia	Myalgia
48500005	Delusional disorder	Delusional disorder
279039007	Low back pain	Low back pain
3559011000036109	Zoloft	Zoloft
307074005	Feeling high	Feeling high
288230000	Myalgia/myositis -pelvis/thigh	Myalgia/myositis -pelvis/thigh
42984000	Night sweats	Night sweats
77692006	Hypersomnia	Hypersomnia
60032008	Unable to concentrate	Unable to concentrate
162351000	Buzzing in ear	Buzzing in ear
26544005	Muscle weakness	Muscle weakness
22298006	Myocardial infarction	Myocardial infarction
84017003	Bursitis	Bursitis
225508006	Poor self-image	Poor self-image
277521002	Loss of motivation	Loss of motivation
699368004	Symptom of ankle	Symptom of ankle
26079004	Tremor	Tremor
3877011000036101	Lipitor	Lipitor
372283008	Large breast	Large breast
277521002	Loss of motivation	Loss of motivation
21288011000036105	diclofenac	diclofenac
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
39575007	Urine looks dark	Urine looks dark
271681002	Stomach ache	Stomach ache
56265001	Heart disease	Heart disease
298170003	Knee joint inflamed	Knee joint inflamed
21242011000036102	simvastatin	simvastatin
237130006	Bleeding between periods	Bleeding between periods
63102001	Visual disturbance	Visual disturbance
76948002	Severe pain	Severe pain
13791008	Asthenia	Asthenia
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
55300003	Muscle cramp	Muscle cramp
90708001	Kidney disease	Kidney disease
36971009	Sinusitis	Sinusitis
32914008	Restless legs	Restless legs
246636008	Blurred vision - hazy	Blurred vision - hazy
83421005	Failure to lose weight	Failure to lose weight
26544005	Muscle weakness	Muscle weakness
699262001	Post traumatic osteoarthritis	Post traumatic osteoarthritis
84229001	Fatigue	Fatigue
57676002	Arthralgia	Arthralgia
26079004	Tremor	Tremor
76948002	Severe pain	Severe pain
34436003	Haematuria	Haematuria
34840004	Tendonitis	Tendonitis
35489007	Depression	Depression
419723007	Mentally dull	Mentally dull
3877011000036101	Lipitor	Lipitor
267064002	Urinary retention	Urinary retention
82991003	Generalised aches and pains	Generalised aches and pains
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
55300003	Muscle cramp	Muscle cramp
68962001	Myalgia	Myalgia
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
22253000	Pain	Pain
49218002	Hip pain	Hip pain
76948002	Severe pain	Severe pain
68962001	Myalgia	Myalgia
449917004	Cramp in lower limb	Cramp in lower limb
26677001	Sleep pattern disturbance	Sleep pattern disturbance
288885009	Unable to eat	Unable to eat
224960004	Tired	Tired
88092000	Muscle atrophy	Muscle atrophy
47933007	Foot pain	Foot pain
68962001	Myalgia	Myalgia
80690008	Degenerative disease of the central nervous system	Degenerative disease of the central nervous system
68962001	Myalgia	Myalgia
3877011000036101	Lipitor	Lipitor
3723001	Arthritis	Arthritis
35489007	Depression	Depression
161891005	Backache	Backache
248255005	Cannot sleep at all	Cannot sleep at all
35489007	Depression	Depression
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
102564009	Oedema of hand	Oedema of hand
10601006	Pain in lower limb	Pain in lower limb
64226004	Colitis	Colitis
3877011000036101	Lipitor	Lipitor
425423002	Pain provoked by movement	Pain provoked by movement
3723001	Arthritis	Arthritis
47004009	Dysphonia	Dysphonia
63102001	Visual disturbance	Visual disturbance
68962001	Myalgia	Myalgia
228158008	Walking disability	Walking disability
271832001	Flatulence, eructation and gas pain	Flatulence, eructation and gas pain
422587007	Nausea	Nausea
76948002	Severe pain	Severe pain
35489007	Depression	Depression
29857009	Chest pain	Chest pain
22298006	Myocardial infarction	Myocardial infarction
26329005	Poor concentration	Poor concentration
22253000	Pain	Pain
26544005	Muscle weakness	Muscle weakness
271584002	Cold hands	Cold hands
248490000	Bloating symptom	Bloating symptom
68962001	Myalgia	Myalgia
301345002	Difficulty sleeping	Difficulty sleeping
609600000	Neuropathy of lower limb	Neuropathy of lower limb
422587007	Nausea	Nausea
62315008	Diarrhoea	Diarrhoea
30989003	Knee pain	Knee pain
62315008	Diarrhoea	Diarrhoea
25064002	Headache	Headache
68962001	Myalgia	Myalgia
84229001	Fatigue	Fatigue
285395009	Strain of calf muscle	Strain of calf muscle
22298006	Myocardial infarction	Myocardial infarction
80313002	Palpitations	Palpitations
386807006	Memory impairment	Memory impairment
3877011000036101	Lipitor	Lipitor
250084002	Cramp in calf	Cramp in calf
271681002	Stomach ache	Stomach ache
10601006	Pain in lower limb	Pain in lower limb
29857009	Chest pain	Chest pain
3877011000036101	Lipitor	Lipitor
3424008	Tachycardia	Tachycardia
22253000	Pain	Pain
40917007	Confusion	Confusion
88092000	Muscle atrophy	Muscle atrophy
301345002	Difficulty sleeping	Difficulty sleeping
84229001	Fatigue	Fatigue
55533009	Forgetful	Forgetful
3559011000036109	Zoloft	Zoloft
271587009	Stiffness	Stiffness
22253000	Pain	Pain
21134002	Disability	Disability
24184005	Finding of increased blood pressure	Finding of increased blood pressure
35489007	Depression	Depression
22253000	Pain	Pain
55300003	Muscle cramp	Muscle cramp
48167000	Amnesia	Amnesia
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
84445001	Joint stiffness	Joint stiffness
13791008	Asthenia	Asthenia
81498004	Bursitis of hip	Bursitis of hip
162116003	Urinary frequency	Urinary frequency
77424011000036100	ubidecarenone	ubidecarenone
14760008	Constipation	Constipation
274279008	Renal pain	Renal pain
102551008	Cramp in foot	Cramp in foot
21288011000036105	diclofenac	diclofenac
44186003	Dyssomnia	Dyssomnia
84017003	Bursitis	Bursitis
3877011000036101	Lipitor	Lipitor
76948002	Severe pain	Severe pain
84229001	Fatigue	Fatigue
13791008	Asthenia	Asthenia
9991008	Abdominal colic	Abdominal colic
3877011000036101	Lipitor	Lipitor
56265001	Heart disease	Heart disease
387603000	Impairment of balance	Impairment of balance
42399005	Renal failure	Renal failure
68962001	Myalgia	Myalgia
78514002	Thigh pain	Thigh pain
3080011000036109	Tylenol	Tylenol
247592009	Poor short-term memory	Poor short-term memory
35489007	Depression	Depression
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
65124004	Swelling	Swelling
282145008	Unable to walk	Unable to walk
422587007	Nausea	Nausea
426899007	Pain provoked by walking	Pain provoked by walking
449917004	Cramp in lower limb	Cramp in lower limb
3877011000036101	Lipitor	Lipitor
24184005	Finding of increased blood pressure	Finding of increased blood pressure
81680005	Neck pain	Neck pain
309774006	Weakness of limb	Weakness of limb
162352007	Ringing in ear	Ringing in ear
77435011000036104	ascorbic acid	ascorbic acid
62315008	Diarrhoea	Diarrhoea
193462001	Insomnia	Insomnia
80182007	Irregular menstruation	Irregular menstruation
288226003	Myalgia/myositis - shoulder	Myalgia/myositis - shoulder
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
41652007	Eye pain	Eye pain
45326000	Shoulder pain	Shoulder pain
55300003	Muscle cramp	Muscle cramp
287047008	Pain in left leg	Pain in left leg
81680005	Neck pain	Neck pain
3877011000036101	Lipitor	Lipitor
286641001	Moody	Moody
3877011000036101	Lipitor	Lipitor
55929007	Feeling irritable	Feeling irritable
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
279039007	Low back pain	Low back pain
36349006	Burning pain	Burning pain
68962001	Myalgia	Myalgia
77442011000036106	cyanocobalamin	cyanocobalamin
22095011000036109	fenofibrate 145 mg tablet	fenofibrate 145 mg tablet
3877011000036101	Lipitor	Lipitor
4216011000036104	Norvasc	Norvasc
397825006	Gastric ulcer	Gastric ulcer
285849008	Difficulty controlling anger	Difficulty controlling anger
55300003	Muscle cramp	Muscle cramp
80449002	Muscle fatigue	Muscle fatigue
25064002	Headache	Headache
698247007	Cardiac arrhythmia	Cardiac arrhythmia
21930011000036101	ezetimibe	ezetimibe
161882006	Stiff neck	Stiff neck
10601006	Pain in lower limb	Pain in lower limb
40095003	Renal injury	Renal injury
68962001	Myalgia	Myalgia
57676002	Arthralgia	Arthralgia
47933007	Foot pain	Foot pain
3877011000036101	Lipitor	Lipitor
47933007	Foot pain	Foot pain
285365001	Pain in toe	Pain in toe
76948002	Severe pain	Severe pain
80449002	Muscle fatigue	Muscle fatigue
3877011000036101	Lipitor	Lipitor
60032008	Unable to concentrate	Unable to concentrate
246636008	Blurred vision - hazy	Blurred vision - hazy
22253000	Pain	Pain
3877011000036101	Lipitor	Lipitor
68962001	Myalgia	Myalgia
86651002	Pulse fast	Pulse fast
3877011000036101	Lipitor	Lipitor
63102001	Visual disturbance	Visual disturbance
267032009	Tired all the time	Tired all the time
44054006	Type 2 diabetes mellitus	Type 2 diabetes mellitus
429783005	Paraesthesia of lower extremity	Paraesthesia of lower extremity
3877011000036101	Lipitor	Lipitor
93478000	Intraocular haemorrhage	Intraocular haemorrhage
397803000	Erectile dysfunction	Erectile dysfunction
422587007	Nausea	Nausea
193462001	Insomnia	Insomnia
404640003	Dizziness	Dizziness
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
449917004	Cramp in lower limb	Cramp in lower limb
22253000	Pain	Pain
35489007	Depression	Depression
10601006	Pain in lower limb	Pain in lower limb
13791008	Asthenia	Asthenia
36955009	Loss of taste	Loss of taste
3877011000036101	Lipitor	Lipitor
271587009	Stiffness	Stiffness
3877011000036101	Lipitor	Lipitor
249914008	Hip stiff	Hip stiff
279039007	Low back pain	Low back pain
3877011000036101	Lipitor	Lipitor
3723001	Arthritis	Arthritis
8708008	Sharp pain	Sharp pain
427475007	Pain radiating to lumbar region of back	Pain radiating to lumbar region of back
